title,release_date,tmdb_vote_count,tmdb_vote_average,genre_names,budget,revenue,runtime_in_min,tmdb_popularity,production_company_name,production_country_name,spoken_languages,director,writer,actors,imdb_rating,imdb_votes,metascore,age_rating,awards,rotten_tomatoes_rating,meta_critic_rating
Big Time Adolescence,2020-03-13,345,7.212,"Comedy, Drama",,,91.0,9.496,"American High, LD Entertainment",United States of America,English,Jason Orley,Jason Orley,"Griffin Gluck, Larry John Meyers, Michael Devine",6.9,"16,612",64.0,R,1 nomination total,86.0,64.0
The Postcard Killings,2020-03-13,582,6.4,"Drama, Thriller",,,101.0,15.368,"Kjam Media, Good Films Collective, Hindsight Media, James Patterson Entertainment, Lipsync Productions, Kodak Motion Picture, ZDF, Wild Bunch Germany, Maze Pictures, Capstone Pictures","Germany, United Kingdom, United States of America","Dutch, English, Finnish, German, Russian, Swedish",Danis Tanovic,"Andrew Stern, Ellen Furman, Liza Marklund","Jeffrey Dean Morgan, Famke Janssen, Cush Jumbo",5.8,"17,069",29.0,Not Rated,,22.0,29.0
I Still Believe,2020-03-12,1172,7.6,"Music, Drama, Romance",12000000.0,16069730.0,115.0,18.063,"Kevin Downes Productions, Lionsgate, Kingdom Story Company",United States of America,English,"Andrew Erwin, Jon Erwin","Jeremy Camp, Jon Erwin, Jon Gunn","KJ Apa, Britt Robertson, Nathan Parsons",6.5,"13,972",41.0,PG,1 win & 2 nominations,50.0,41.0
The Hunt,2020-03-11,3264,6.6,"Action, Thriller, Horror",14000000.0,10550350.0,90.0,40.074,"Blumhouse Productions, dentsu, White Rabbit Productions, Universal Pictures","Japan, United States of America","Arabic, Croatian, English",Craig Zobel,"Nick Cuse, Damon Lindelof","Betty Gilpin, Hilary Swank, Ike Barinholtz",6.6,"139,912",50.0,R,3 wins & 5 nominations total,57.0,50.0
Radioactive,2020-03-11,842,6.6,"Drama, Romance, History",,3507755.0,111.0,11.384,"Working Title Films, Shoebox Films, StudioCanal","France, United Kingdom",English,Marjane Satrapi,"Jack Thorne, Lauren Redniss","Rosamund Pike, Yvette Feuer, Mirjam Novak",6.3,"22,674",56.0,PG-13,1 win & 1 nomination total,63.0,56.0
Trolls World Tour,2020-03-11,2151,7.285,"Family, Animation, Comedy, Fantasy, Adventure, Music",90000000.0,49276818.0,91.0,29.513,"DreamWorks Animation, Universal Pictures, dentsu","Japan, United States of America",English,"Walt Dohrn, David P. Smith","Jonathan Aibel, Glenn Berger, Maya Forbes","Anna Kendrick, Justin Timberlake, Rachel Bloom",6.1,"30,407",51.0,PG,4 wins & 22 nominations total,72.0,51.0
Stargirl,2020-03-10,557,7.4,"Comedy, Drama, Romance, Family",,,107.0,9.505,"BCDF Pictures, The Gotham Group, Hahnscape Entertainment, Walt Disney Pictures",United States of America,English,Julia Hart,"Kristin Hahn, Julia Hart, Jordan Horowitz","Grace VanderWaal, Graham Verchere, Giancarlo Esposito",6.2,"6,309",61.0,PG,1 nomination total,69.0,61.0
Ultras,2020-03-09,419,6.2,Drama,,,109.0,7.978,Indigo Film,Italy,Italian,Francesco Lettieri,"Peppe Fiore, Francesco Lettieri","Aniello Arena, Ciro Nacca, Antonia Truppo",6.2,"5,552",,,1 nomination,,
If Anything Happens I Love You,2020-03-07,917,7.686,"Drama, Animation",,,12.0,8.471,"Gilbert Films, Oh Good Productions, Le Train Train",United States of America,No Language,"Michael Govier, Will McCormack","Will McCormack, Michael Govier",Muneer Lyati,7.8,"21,799",,PG,Won 1 Oscar. 22 wins & 8 nominations total,100.0,
The Banker,2020-03-06,978,7.6,Drama,,,120.0,26.369,"Romulus Entertainment, Hyphenate Films, Iam21 Entertainment, Mad Hatter Entertainment",United States of America,English,George Nolfi,"Niceole R. Levy, George Nolfi, David Lewis Smith","Anthony Mackie, Samuel L. Jackson, Nicholas Hoult",7.3,"38,474",59.0,PG-13,3 wins & 7 nominations total,78.0,59.0
The Hater,2020-03-06,548,6.9,"Drama, Thriller",,1325591.0,136.0,7.42,"Canal+ Polska, K2studio, TVN Group, Naima Film, dFlights, Coloroffon",Poland,"Polish, English",Jan Komasa,Mateusz Pacewicz,"Maciej Musialowski, Vanessa Aleksander, Danuta Stenka",7.1,"17,968",61.0,TV-MA,4 wins & 14 nominations,86.0,61.0
Emma.,2020-02-13,1769,7.022,"Comedy, Romance",10000000.0,25200000.0,125.0,25.921,"Working Title Films, Blueprint Pictures, Perfect World Pictures, Focus Features",United Kingdom,English,Autumn de Wilde,"Eleanor Catton, Jane Austen","Anya Taylor-Joy, Johnny Flynn, Mia Goth",6.7,"65,851",71.0,PG,Nominated for 2 Oscars. 11 wins & 61 nominations total,86.0,71.0
Spenser Confidential,2020-03-06,2322,6.528,"Comedy, Action, Thriller",,,110.0,19.647,"Film 44, Original Film, Closest to the Hole Productions, Leverage Entertainment",United States of America,"English, Spanish",Peter Berg,"Sean O'Keefe, Brian Helgeland, Robert B. Parker","Mark Wahlberg, Winston Duke, Alan Arkin",6.2,"101,667",49.0,R,2 nominations total,35.0,49.0
First Cow,2020-03-06,476,7.061,"Drama, Western",,101068.0,122.0,10.154,filmscience,United States of America,English,Kelly Reichardt,"Jonathan Raymond, Kelly Reichardt","Alia Shawkat, John Magaro, Dylan Smith",7.1,"22,799",90.0,PG-13,28 wins & 157 nominations total,96.0,90.0
Sea Fever,2020-03-06,567,6.1,"Thriller, Horror, Drama, Science Fiction, Mystery",,,95.0,12.509,"Epic Pictures Group, Frakas Productions, Bright Pictures, Fís Éireann/Screen Ireland, Creativity Capital, Fantastic Films, Flexibon Films, Makar Productions, Pandastorm Pictures, Scandinavian Content Group","Belgium, Ireland, Sweden, United Kingdom","English, Irish",Neasa Hardiman,Neasa Hardiman,"Hermione Corfield, Dag Malmberg, Jack Hickey",5.7,"14,807",60.0,TV-14,1 win & 4 nominations,87.0,60.0
Escape from Pretoria,2020-03-06,1345,7.2,"Drama, History, Thriller",,2431995.0,102.0,20.01,"MEP Capital, Momentum Pictures, Hamilton Entertainment, South Australian Film Corporation, Arclight Films, Particular Crowd, Spier Films, Enriched Media Group, Premiere Picture, Footprint Films, Beagle Pug Films","Australia, Canada, South Africa, United Kingdom, United States of America","English, French",Francis Annan,"Francis Annan, L.H. Adams, Tim Jenkin","Daniel Radcliffe, Daniel Webber, Ian Hart",6.8,"45,663",56.0,PG-13,2 nominations total,73.0,56.0
The Way Back,2020-03-05,1213,6.6,Drama,23000000.0,14590514.0,107.0,11.913,"Warner Bros. Pictures, Pearl Street Films, Mayhem Pictures, Bron Studios","United States of America, Canada","English, Italian",Gavin O'Connor,Brad Ingelsby,"Ben Affleck, Al Madrigal, Janina Gavankar",6.7,"54,170",66.0,R,6 nominations total,85.0,66.0
Bloodshot,2020-03-05,4993,6.7,"Action, Science Fiction, Adventure",42000000.0,39861118.0,110.0,25.098,"Cross Creek Pictures, Original Film, Columbia Pictures, Bona Film Group, The Hideaway Entertainment","China, United States of America",English,Dave Wilson,"Jeff Wadlow, Eric Heisserer, Kevin VanHook","Vin Diesel, Eiza González, Sam Heughan",5.7,"87,156",44.0,PG-13,1 win & 7 nominations total,32.0,44.0
"Maggie Simpson in ""Playdate with Destiny""",2020-02-29,353,7.384,"Animation, Comedy, Family, Romance",,,4.0,9.874,"Gracie Films, 20th Century Fox Animation",United States of America,English,David Silverman,"Al Jean, Tom Gammill, Max Pross",Chris Edgerly,6.7,"2,129",,G,,,
Onward,2020-02-29,6199,7.7,"Family, Animation, Adventure, Comedy, Fantasy",200000000.0,141940042.0,103.0,32.284,"Walt Disney Pictures, Pixar",United States of America,English,Dan Scanlon,"Dan Scanlon, Keith Bunin, Jason Headley","Tom Holland, Chris Pratt, Julia Louis-Dreyfus",7.4,"177,113",61.0,PG,Nominated for 1 Oscar. 4 wins & 66 nominations total,88.0,61.0
Mortal,2020-02-28,469,6.5,"Action, Fantasy, Thriller",,106270.0,104.0,11.768,"Eldorado Films, 42, Automatik Entertainment, Stardust Effects, Nordisk Film Norway, Zefyr Media Fund","United Kingdom, Norway, United States of America","English, Norwegian",André Øvredal,"André Øvredal, Norman Lesperance, Geoff Bussetil","Nat Wolff, Priyanka Bose, Iben Akerlie",5.9,"10,964",20.0,R,3 nominations total,55.0,20.0
All the Bright Places,2020-02-28,2889,7.646,"Romance, Drama",,,108.0,27.539,"Echo Lake Entertainment, The Mazur Kaplan Company",United States of America,English,Brett Haley,"Jennifer Niven, Liz Hannah","Elle Fanning, Justice Smith, Alexandra Shipp",6.6,"40,352",61.0,TV-MA,1 win total,67.0,61.0
The Decline,2020-02-27,419,6.167,Thriller,,,83.0,9.062,Couronne Nord,Canada,French,Patrice Laliberté,"Charles Dionne, Nicolas Krief, Patrice Laliberté","Guillaume Laurin, Marie-Evelyne Lessard, Réal Bossé",6.0,"10,075",,TV-MA,1 win & 11 nominations,90.0,
Baba Yaga: Terror of the Dark Forest,2020-02-27,350,6.391,Horror,,1398488.0,96.0,12.991,"QS Films, Non-Stop Productions",Russia,Russian,"Svyatoslav Podgaevskiy, Nathalia Hencker","Natalya Dubovaya, Ivan Kapitonov, Svyatoslav Podgaevskiy","Svetlana Ustinova, Maryana Spivak, Aleksey Rozin",4.7,"2,113",,Not Rated,,,
Invasion,2020-02-27,812,6.882,"Science Fiction, Drama, Action",8819200.0,32104054.0,129.0,33.098,"Cinema Foundation of Russia, Art Pictures Studio, Vodorod Film Company",Russia,Russian,Fedor Bondarchuk,"Oleg Malovichko, Andrey Zolotarev","Irina Starshenbaum, Rinal Mukhametov, Alexander Petrov",5.6,"6,363",,Not Rated,2 nominations total,,
Guns Akimbo,2020-02-27,2337,6.448,"Action, Comedy, Crime, Thriller",15000000.0,835102.0,98.0,12.08,"Altitude Film Entertainment, Four Knights Film, Hyperion Media Group, Ingenious Media, Maze Pictures, Pump Metal Films, Electric Shadow Company, Saban Films, New Zealand Film Commission, uMedia, Occupant Entertainment, Cutting Edge, WS Filmproduktion","Belgium, Germany, New Zealand, United Kingdom, United States of America",English,Jason Howden,Jason Howden,"Daniel Radcliffe, Samara Weaving, Ned Dennehy",6.3,"72,532",42.0,R,,52.0,42.0
The Invisible Man,2020-02-26,5788,7.1,"Thriller, Science Fiction, Horror",7000000.0,144492724.0,124.0,45.063,"Blumhouse Productions, Goalpost Pictures, Nervous Tick Productions, Universal Pictures","Australia, United States of America",English,Leigh Whannell,"Leigh Whannell, H.G. Wells","Elisabeth Moss, Oliver Jackson-Cohen, Harriet Dyer",7.1,"264,896",72.0,R,43 wins & 84 nominations,,72.0
Superman: Red Son,2020-02-24,828,7.1,"Science Fiction, Animation, Action",,,84.0,13.704,"Warner Bros. Animation, DC Entertainment",United States of America,English,Sam Liu,"J.M. DeMatteis (screenplay), Mark Millar (graphic novel), Dave Johnson (graphic novel), Kilian Plunkett (graphic novel)","Jason Isaacs, Amy Acker, Diedrich Bader, Vanessa Marshall",6.4,"11,986",,PG-13,1 nomination.,89.0,
Time to Hunt,2020-02-22,321,7.202,"Drama, Action, Thriller",9070000.0,,135.0,12.267,"Sidus, Little Big Pictures, Union Investment Partners",South Korea,Korean,Yoon Sunghyun,Yoon Sunghyun,"Lee Je-hoon, Ahn Jae-hong, Choi Woo-sik",6.3,"7,136",,TV-MA,3 nominations,69.0,
Brahms: The Boy II,2020-02-20,1239,5.9,"Horror, Mystery, Thriller",10000000.0,20311536.0,86.0,16.347,"STXfilms, Lakeshore Entertainment","Australia, Canada, China, United States of America","English, Spanish",William Brent Bell,Stacey Menear,"Katie Holmes, Christopher Convery, Owain Yeoman",4.7,"21,379",29.0,PG-13,1 win & 2 nominations total,11.0,29.0
10 Days with Dad,2020-02-19,300,5.952,"Family, Comedy",,9305412.0,104.0,7.569,"Soyouz Films, StudioCanal, Canal+, Ciné+",France,French,Ludovic Bernard,"Ariel Winograd, Mariano Vera, Juan Vera","Franck Dubosc, Aure Atika, Alice David",5.4,"1,290",,,,,
The Night Clerk,2020-02-19,808,6.2,"Thriller, Crime, Drama",,302127.0,90.0,22.83,"Highland Film Group, WulfPak Productions, Saban Films, Convergent Media",United States of America,English,Michael Cristofer,Michael Cristofer,"Tye Sheridan, Ana de Armas, Helen Hunt",5.6,"19,416",44.0,R,1 nomination,34.0,44.0
The Call of the Wild,2020-02-19,3765,7.546,"Adventure, Family, Drama",109000000.0,111200000.0,100.0,29.908,"3 Arts Entertainment, 20th Century Studios, TSG Entertainment, Halon Entertainment","Canada, United States of America",English,Chris Sanders,"Michael Green, Jack London, Egerton Ryerson Young","Harrison Ford, Omar Sy, Cara Gee",6.7,"60,431",48.0,PG,1 win & 8 nominations total,63.0,48.0
Isi & Ossi,2020-02-14,911,6.926,"Romance, Comedy",,,113.0,14.716,X Filme Creative Pool,Germany,German,Oliver Kienle,Oliver Kienle,"Livia Renner, Nayla Sophie Brehmer, Christina Hecke",6.4,"10,388",,TV-MA,1 nomination,,
Breaking Surface,2020-02-14,413,6.7,"Drama, Thriller",,98157.0,82.0,10.325,"uMedia, Weggefilms, Way Creative Films, Film i Väst, Film i Skåne, SVT","Belgium, Norway, Sweden","Norwegian, Swedish",Joachim Hedén,Joachim Hedén,"Moa Gammel, Madeleine Martin, Trine Wiggen",6.1,"6,211",,,2 wins,100.0,
"Veinteañera, divorciada y fantástica",2020-02-14,387,8.0,Comedy,,,93.0,5.591,"Different Films, All About Media, Videocine",Mexico,Spanish,Noé Santillán-López,"Jose Manuel Flandes, Juan Carlos Garzón, Angélica Gudiño","Natalia Téllez, Vadhir Derbez, Ana Gonzalez Bello",5.1,381,,TV-14,,,
The Last Thing He Wanted,2020-02-14,508,4.9,"Drama, Thriller",,,116.0,10.932,"Elevated Films, Little Red Hen, The Fyzz","United Kingdom, United States of America","English, French, Spanish",Dee Rees,"Marco Villalobos, Dee Rees, Joan Didion","Anne Hathaway, Ben Affleck, Rosie Perez",4.4,"17,030",35.0,R,1 win & 1 nomination total,5.0,35.0
The Best Years,2020-02-13,414,6.8,"Romance, Drama, Comedy",,,129.0,7.124,"Lotus Production, 3 Marys Entertainment, RAI Cinema",Italy,Italian,Gabriele Muccino,"Gabriele Muccino, Paolo Costella","Pierfrancesco Favino, Micaela Ramazzotti, Kim Rossi Stuart",6.7,"3,024",,,2 wins & 12 nominations,,
Fantasy Island,2020-02-12,2481,5.8,"Adventure, Fantasy, Horror, Mystery",7000000.0,49500000.0,109.0,21.528,"Blumhouse Productions, Columbia Pictures, Tower of Babble Entertainment",United States of America,English,Jeff Wadlow,"Jeff Wadlow, Christopher Roach, Jillian Jacobs","Michael Peña, Maggie Q, Lucy Hale",4.9,"60,813",22.0,PG-13,5 nominations total,8.0,22.0
The Lost Prince,2020-02-12,348,5.7,"Fantasy, Adventure, Comedy",,,101.0,10.196,"Prélude, Pathé, StudioCanal, TF1 Films Production, Belga Productions, Korokoro, Wallimage, Canal+, Ciné+, TF1, TMC, Tax Shelter du Gouvernement Fédéral Belge, Belga Films, Beside Productions","Belgium, France","French, German, Italian, Hungarian",Michel Hazanavicius,"Bruno Merle, Noé Debré, Michel Hazanavicius","Omar Sy, Bérénice Bejo, François Damiens",5.4,"1,629",,,1 nomination,29.0,
Sonic the Hedgehog,2020-02-12,9776,7.3,"Action, Science Fiction, Comedy, Family",85000000.0,319715683.0,99.0,135.851,"Original Film, Blur Studio, Marza Animation Planet, Paramount Pictures, SEGA, SEGA of America","Japan, United States of America",English,Jeff Fowler,"Pat Casey, Josh Miller, Yuji Naka","Ben Schwartz, James Marsden, Jim Carrey",6.5,"175,100",47.0,PG,3 wins & 12 nominations total,64.0,47.0
365 Days,2020-02-07,9089,7.031,"Romance, Drama",,9458590.0,116.0,30.511,"Ekipa, Future Space, Next Film, TVN Group",Poland,"English, French, Italian, Polish","Barbara Bialowas, Tomasz Mandes","Tomasz Klimala, Tomasz Mandes, Barbara Bialowas","Anna-Maria Sieklucka, Michele Morrone, Bronislaw Wroclawski",3.3,"102,047",,TV-MA,1 win & 5 nominations total,0.0,
Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),2020-02-05,10338,6.9,"Action, Crime",75000000.0,205537933.0,109.0,42.6,"Warner Bros. Pictures, DC Films, LuckyChap Entertainment, Clubhouse Pictures, Kroll & Co Entertainment",United States of America,English,Cathy Yan,"Christina Hodson, Paul Dini, Bruce Timm","Margot Robbie, Rosie Perez, Mary Elizabeth Winstead",6.1,"271,369",60.0,R,18 wins & 83 nominations total,79.0,60.0
Dragonheart: Vengeance,2020-02-04,314,6.817,"Fantasy, Action, Adventure",,,97.0,14.829,Universal Pictures,United States of America,English,Ivan Silvestrini,"Matthew Feitshans, Patrick Read Johnson (based on characters created by), Charles Edward Pogue (based on characters created by)","Helena Bonham Carter, Joseph Millson, Jack Kane, Arturo Muselli",5.3,"1,637",,PG-13,,,
To All the Boys: P.S. I Still Love You,2020-02-03,2576,6.829,"Romance, Comedy",,,102.0,37.078,"Awesomeness Films, ACE Entertainment",United States of America,English,Michael Fimognari,"Sofia Alvarez, J. Mills Goodloe, Jenny Han","Lana Condor, Noah Centineo, Jordan Fisher",6.1,"48,100",54.0,TV-14,2 wins & 4 nominations,78.0,54.0
Miss Americana,2020-01-31,602,7.902,"Documentary, Music",,,85.0,14.535,Tremolo Productions,United States of America,English,Lana Wilson,,"Taylor Swift, Andrea Swift, Scott Swift",7.4,"25,755",65.0,TV-MA,2 wins & 5 nominations total,,65.0
The Assistant,2020-01-31,461,6.3,Drama,,1338881.0,88.0,16.498,"Forensic Films, Symbolic Exchange, Bellmer Pictures",United States of America,"Mandarin, English",Kitty Green,Kitty Green,"Julia Garner, Owen Holland, Jon Orsini",6.4,"27,107",79.0,R,5 wins & 24 nominations,93.0,79.0
Lamp Life,2020-01-31,303,7.109,"Animation, Comedy, Family",,,7.0,7.478,"Walt Disney Pictures, Pixar",United States of America,English,Valerie LaPointe,Valerie LaPointe,"Annie Potts, Ally Maki, Jim Hanks",6.7,"4,471",,TV-G,3 nominations,,
The Rhythm Section,2020-01-31,606,5.5,"Action, Thriller",50000000.0,5989583.0,109.0,14.705,"EON Productions, Global Road Entertainment, Babieka Films, Ingenious Media, Whitebeard Films, AGC Studios, Paramount Pictures","Spain, United Kingdom, United States of America","Arabic, English, French, Spanish",Reed Morano,Mark Burnell,"Blake Lively, Richard Brake, Elly Curtis",5.4,"20,180",45.0,R,2 wins & 3 nominations total,28.0,45.0
I Hate Summer,2020-01-30,935,7.076,Comedy,,,105.0,6.496,"Medusa Film, Agidi Due, Sky Cinema",Italy,Italian,Massimo Venier,"Davide Lantieri, Michele Pellegrini, Massimo Venier","Aldo Baglio, Giovanni Storti, Giacomo Poretti",6.7,"3,878",,Not Rated,2 wins & 3 nominations total,,
Gretel & Hansel,2020-01-30,1447,6.0,"Fantasy, Horror, Mystery",5000000.0,22304357.0,87.0,15.491,"Automatik Entertainment, Bron Studios, Orion Pictures, Wild Atlantic Pictures","Canada, Ireland, United States of America",English,Osgood Perkins,"Rob Hayes, Jacob Grimm, Wilhelm Grimm","Sophia Lillis, Samuel Leakey, Alice Krige",5.5,"36,207",64.0,PG-13,4 wins & 16 nominations total,63.0,64.0
Wasp Network,2020-01-29,381,6.047,"Drama, History, Thriller",10530000.0,1400000.0,128.0,10.26,"CG Cinéma, Nostromo Pictures, RT Features, SCOPE Pictures, France 2 Cinéma, Orange Studio, Memento Films Production","Belgium, Brazil, France, Spain","English, Italian, Russian, Spanish",Olivier Assayas,"Olivier Assayas, Fernando Morais","Penélope Cruz, Edgar Ramírez, Gael García Bernal",5.9,"12,232",54.0,TV-MA,1 win & 3 nominations total,40.0,54.0
Sergio,2020-01-28,334,6.593,Drama,16000000.0,,118.0,9.713,"Black Rabbit Media, Anima Pictures, Desert Motion Pictures, Thai Occidental Productions","Albania, Jordan, Thailand, United States of America","French, English, Portuguese, Spanish",Greg Barker,"Craig Borten, Samantha Power","Wagner Moura, Ana de Armas, Brían F. O'Byrne",6.2,"11,282",55.0,R,1 win & 1 nomination,44.0,55.0
Lost Girls,2020-01-28,705,6.087,"Drama, Mystery, Thriller, History",,,95.0,10.083,"Archer Gray, Langley Park Productions",United States of America,English,Liz Garbus,"Michael Werwie, Robert Kolker","Amy Ryan, Thomasin McKenzie, Gabriel Byrne",6.2,"26,045",67.0,R,1 win total,73.0,67.0
Horse Girl,2020-01-27,554,5.7,Drama,,,104.0,10.392,Duplass Brothers Productions,United States of America,English,Jeff Baena,"Jeff Baena, Alison Brie","Alison Brie, Molly Shannon, Goldenite",6.0,"20,973",61.0,R,1 win & 1 nomination total,72.0,61.0
His House,2020-01-27,1092,6.4,"Drama, Horror",,,93.0,23.841,"New Regency Pictures, BBC Film, Starchild Pictures, Vertigo Entertainment",United Kingdom,English,Remi Weekes,"Remi Weekes, Felicity Evans, Toby Venables","Sope Dirisu, Wunmi Mosaku, Malaika Wakoli-Abigaba",6.4,"50,464",72.0,TV-14,Won 1 BAFTA Award8 wins & 37 nominations total,100.0,72.0
