IMDBID;TITLE;YEAR;GENRE;DIRECTOR;WRITER;ACTORS;IMDBRATING;IMDBVOTES;METASCORE;BOXOFFICE;RELEASED;RUNTIME;LANGUAGE;COUNTRY;RATED;AWARDS;META_CRITIC_RATING;ROTTEN_TOMATOES_RATING
tt0824330;Female Agents;2008;Drama, War;Jean-Paul Salomé;Jean-Paul Salomé, Laurent Vachaud;Sophie Marceau, Julie Depardieu, Moritz Bleibtreu;6.7;8,097;;;05 Mar 2008;148 min;French, German, English;France;TV-MA;1 nomination total;;78%
tt0912597;Death Note: L Change the World;2008;Crime, Drama, Mystery;Hideo Nakata;Tsugumi Ôba, Takeshi Obata, Hirotoshi Kobayashi;Ken'ichi Matsuyama, Sota Aoyama, Shunji Fujimura;6.0;8,923;;;;129 min;Japanese, French, Italian, Thai, English;Japan;Not Rated;;;
tt0465430;The Cottage;2008;Comedy, Crime, Horror;Paul Andrew Williams;Paul Andrew Williams;Andy Serkis, Reece Shearsmith, Jennifer Ellison;6.1;13,241;;;14 Mar 2008;92 min;English;United Kingdom;Unrated;4 nominations;;71%
tt0848538;Kung Fu Dunk;2008;Action, Comedy, Sport;Yen-Ping Chu;Yen-Ping Chu, Chiu-Wing Lam, Yu-Chen Wang;Jay Chou, Eric Tsang, Gang Wang;4.8;3,783;;;07 Feb 2008;100 min;Cantonese, Mandarin;China, Hong Kong, Taiwan;Not Rated;1 nomination;;
tt1079448;Snow Buddies;2008;Adventure, Family;Robert Vince;"Robert Vince, Anna McRoberts, Kevin DiCicco (character ""Air Bud""), Phil Hanley (additional comedy material), Paul Tamasy (characters), Aaron Mendelsohn (characters)";Jim Belushi, Jimmy Bennett, Lothaire Bluteau, Jason Bryden;5.2;3,741;;;05 Feb 2008;87 min;English;USA;G;1 nomination.;;
tt0489282;Strange Wilderness;2008;Adventure, Comedy;Fred Wolf;Peter Gaulke, Fred Wolf;Steve Zahn, Allen Covert, Justin Long;5.2;22,982;12;$6,575,282;01 Feb 2008;87 min;English;United States;R;;12/100;2%
tt0854678;Taxi to the Dark Side;2007;Documentary, Crime, History;Alex Gibney;Alex Gibney;Alex Gibney, Brian Keith Allen, Moazzam Begg;7.5;17,013;82;$274,661;23 Jan 2009;106 min;English;United States;R;Won 1 Oscar. 11 wins & 5 nominations total;82/100;100%
tt0460810;The Great Buck Howard;2008;Adventure, Comedy, Drama;Sean McGinly;Sean McGinly;Colin Hanks, John Malkovich, Tom Hanks;6.4;14,854;63;$750,587;10 Apr 2009;90 min;English;United States;PG;1 nomination;63/100;71%
tt1157605;Anvil: The Story of Anvil;2008;Documentary, Biography, Drama;Sacha Gervasi;;Robb Reiner, Steve 'Lips' Kudlow, Tiziana Arrigoni;7.9;17,005;82;$667,911;20 Feb 2009;80 min;English;Canada;Not Rated;23 wins & 21 nominations;82/100;98%
tt1073654;L'allenatore nel pallone 2;2008;Comedy, Sport;Sergio Martino;Sergio Martino, Luciano Martino, Luca Biglione;Lino Banfi, Anna Falchi, Giorgio Alfieri;3.7;866;;;11 Jan 2008;108 min;Italian;Italy;;;;
tt0486578;First Sunday;2008;Comedy, Crime, Drama;David E. Talbert;David E. Talbert;Ice Cube, Katt Williams, Tracy Morgan;4.6;11,909;41;$37,931,869;11 Jan 2008;96 min;English;United States;PG-13;;41/100;
tt1092016;Meu Nome Não é Johnny;2008;Biography, Crime, Drama;Mauro Lima;Guilherme Fiúza, Mariza Leão, Mauro Lima;Selton Mello, Giulio Lopes, Júlia Lemmertz;7.2;7,823;;;04 Jan 2008;124 min;Spanish, Italian, English, Portuguese;Brazil;;17 wins & 29 nominations;;
tt1050160;The Machine Girl;2008;Action, Comedy, Horror;Noboru Iguchi;Noboru Iguchi;Minase Yashiro, Asami, Nobuhiro Nishihara;5.9;10,827;;;23 May 2008;96 min;Japanese;Japan, United States;Not Rated;;;63%
tt0837106;Arn: The Knight Templar;2007;Action, Drama, Romance;Peter Flinth;Jan Guillou, Hans Gunnarsson;Joakim Nätterqvist, Sofia Helin, Stellan Skarsgård;6.6;23,522;;;17 Dec 2007;139 min;Swedish, English, Arabic, French, Latin;Sweden, United Kingdom, Denmark, Norway, Finland, Germany, Morocco;R;3 wins & 2 nominations total;;
tt0487419;The Secret of the Grain;2007;Drama;Abdellatif Kechiche;Abdellatif Kechiche, Ghalya Lacroix;Habib Boufares, Hafsia Herzi, Farida Benkhetache;7.4;8,004;83;$86,356;12 Dec 2007;151 min;French, Arabic, Russian;France;Not Rated;19 wins & 9 nominations;83/100;92%
tt1206585;Winx Club: The Secret of the Lost Kingdom;2007;Animation, Action, Adventure;Iginio Straffi;Sean Molyneaux, Iginio Straffi;Gabriele Lavia, Letizia Ciampa, Perla Liberatori;5.6;1,512;;;05 Apr 2008;85 min;Italian;Italy;G;1 nomination;;
tt0969269;Mad Detective;2007;Crime, Mystery, Thriller;Johnnie To, Ka-Fai Wai;Ka-Fai Wai, Kin-Yee Au;Ching Wan Lau, Andy On, Ka-Tung Lam;7.1;8,274;68;$4,629;29 Nov 2007;89 min;Cantonese, English;Hong Kong;Not Rated;7 wins & 11 nominations total;68/100;80%
tt0435528;Whisper;2007;Crime, Drama, Horror;Stewart Hendler;Christopher Borrelli;Jennifer Shirley, Blake Woodruff, Michael Rooker;5.7;10,193;;;16 May 2007;94 min;English;United States, Canada, United Kingdom;R;;;
tt0757361;Margot at the Wedding;2007;Comedy, Drama;Noah Baumbach;Noah Baumbach;Nicole Kidman, Jennifer Jason Leigh, Flora Cross;6.0;22,957;66;$1,959,420;21 Feb 2008;91 min;English;United States;R;3 wins & 13 nominations;66/100;51%
tt0780608;Smiley Face;2007;Comedy;Gregg Araki;Dylan Haggerty;Anna Faris, John Krasinski, Adam Brody;5.8;19,765;71;$9,397;16 Jan 2008;85 min;English;United States, Germany;R;1 nomination total;71/100;64%
tt1050251;Matrimonio alle Bahamas;2007;Comedy;Claudio Risi;Carlo Vanzina, Enrico Vanzina;Bruno Arena, Raffaello Balzo, Anna Maria Barbera;3.3;589;;;16 Nov 2007;92 min;Italian;Italy;;;;
tt0452592;Borderland;2007;Crime, Horror, Thriller;Zev Berman;Eric Poppen, Zev Berman;Brian Presley, Jake Muxworthy, Rider Strong;5.6;10,842;;$97,182;09 Apr 2009;105 min;English, Spanish;Mexico, United States;R;1 nomination;;100%
tt1003009;Legend Quest: The Legend of La Nahuala;2007;Animation, Family, Fantasy;Ricardo Arnaiz;Omar Mustre, Antonio Garci;Andrés Bustamante, Jesús Ochoa, Rafael Inclán;6.1;729;;;01 Nov 2007;82 min;Spanish;Mexico, United States;PG;1 win & 1 nomination;;
tt1093370;Jab We Met;2007;Comedy, Drama, Romance;Imtiaz Ali;Imtiaz Ali;Shahid Kapoor, Kareena Kapoor, Tarun Arora;7.9;60,625;;;26 Oct 2007;138 min;Hindi;India;Not Rated;14 wins & 22 nominations;;100%
tt0481797;Youth Without Youth;2007;Drama, Fantasy, Mystery;Francis Ford Coppola;Mircea Eliade, Francis Ford Coppola;Tim Roth, Alexandra Maria Lara, Bruno Ganz;6.1;14,480;43;$244,397;26 Oct 2007;124 min;English, Sanskrit, German, French, Italian, Russian, Romanian, Mandarin, Latin, Armenian;United States, Romania, France, Italy, Germany;R;1 win & 1 nomination total;43/100;33%
tt0900357;Boogeyman 2;2007;Horror, Thriller;Jeff Betancourt;Brian Sieve, Eric Kripke;Danielle Savre, Matt Cohen, Chrissy Calhoun;5.0;9,204;;;08 Jan 2008;93 min;English;United States;Unrated;;;
tt1043842;Appleseed: Ex Machina;2007;Animation, Action, Adventure;Shinji Aramaki;Shirow Masamune, Kiyoto Takeuchi, Todd Weinger;Ai Kobayashi, Kôichi Yamadera, Yûji Kishi;7.0;9,893;;;20 Oct 2007;105 min;Japanese;Japan;PG-13;1 nomination;;
tt1236486;Transformers: Beginnings;2007;Animation, Short, Action, Sci-Fi;Harold Hayes Jr.(co-director), Craig Phillips(co-director), Michael White Jr.(co-director);Simon Furman, Chris Ryall (story);Peter Cullen, Frank Welker, Mark Ryan, Patrick Hallahan;6.3;241;;;16 Oct 2007;19 min;English;USA;;;;
tt0878695;Murder Party;2007;Comedy, Horror;Jeremy Saulnier;Jeremy Saulnier;Chris Sharp, Kate Porterfield, Tess Porterfield Lovell;5.8;12,669;;;21 Jan 2007;79 min;English;United States;Not Rated;2 wins & 1 nomination total;;100%
tt0827782;Return to House on Haunted Hill;2007;Crime, Fantasy, Horror, Mystery, Thriller;Víctor García;Robb White (based on characters created by), William Massa;Amanda Righetti, Cerina Vincent, Erik Palladino, Tom Riley;4.6;9,415;;;16 Oct 2007;79 min;English;USA;R;1 win.;;
tt0844894;Species: The Awakening;2007;Action, Adventure, Horror;Nick Lyon;Dennis Feldman, Ben Ripley;Edy Arellano, Marco Bacuzzi, Jan Bouda;3.9;8,151;;;02 Oct 2007;103 min;Spanish, English;United States, Mexico;Not Rated;1 win;;
tt0800027;Feast of Love;2007;Drama, Romance;Robert Benton;Allison Burnett, Charles Baxter;Morgan Freeman, Radha Mitchell, Alexa Davalos;6.5;17,304;51;$3,511,074;28 Sep 2007;97 min;English;United States;R;;51/100;39%
tt0465375;After Sex;2007;Comedy, Drama, Romance;Eric Amadio;Eric Amadio;Marc Blucas, Jose Pablo Cantillo, Emmanuelle Chriqui;5.5;8,689;;;19 Feb 2007;77 min;English;United States;TV-MA;;;
tt1039960;Estômago;2007;Comedy, Crime, Drama;Marcos Jorge;Fabrizio Donvito, Marcos Jorge, Lusa Silvestre;João Miguel, Fabiula Nascimento, Babu Santana;7.8;8,744;;;11 Apr 2008;113 min;Portuguese;Brazil, Italy;;30 wins & 19 nominations;;
tt0445336;You, the Living;2007;Comedy, Drama, Music;Roy Andersson;Roy Andersson;Elisabeth Helander, Jörgen Nohall, Jan Wikbladh;7.4;16,546;81;$21,438;21 Sep 2007;95 min;Swedish;Sweden, Germany, France, Denmark, Norway, Japan;Not Rated;11 wins & 6 nominations total;81/100;98%
tt0879843;Katyn;2007;Drama, History, War;Andrzej Wajda;Andrzej Mularczyk, Przemyslaw Nowakowski, Wladyslaw Pasikowski;Andrzej Chyra, Maja Ostaszewska, Artur Zmijewski;7.0;17,646;81;$118,095;21 Sep 2007;121 min;Polish, Russian, German;Poland;Not Rated;Nominated for 1 Oscar. 14 wins & 14 nominations total;81/100;91%
tt0896036;BloodRayne: Deliverance;2007;Action, Fantasy, Western;Uwe Boll;Christopher Donaldson (story), Neil Every (story), Christopher Donaldson, Neil Every, Masaji Takei;Natassia Malthe, Zack Ward, Michael Paré, Chris Coppola;2.7;9,211;;;24 Jul 2008;99 min;English;Canada, Germany;R;;;
tt0299981;Highlander: The Source;2007;Action, Adventure, Drama;Brett Leonard;Stephen Kelvin Watkins, Mark Bradley, Gregory Widen;Adrian Paul, Thekla Reuten, Cristian Solimeno;3.0;10,039;;;19 Aug 2007;86 min;English;United Kingdom, Lithuania;R;;;
tt0494834;Silk;2007;Drama, Romance;François Girard;Alessandro Baricco, François Girard, Michael Golding;Michael Pitt, Keira Knightley, Kôji Yakusho;5.8;11,831;39;$1,103,075;21 Sep 2007;107 min;English, Japanese, Latin;Canada, France, Italy, United Kingdom, Japan, United States;R;7 wins & 5 nominations;39/100;7%
tt0472071;Death Defying Acts;2007;Drama, History, Romance;Gillian Armstrong;Tony Grisoni, Brian Ward;Catherine Zeta-Jones, Guy Pearce, Timothy Spall;5.8;10,614;48;$5,665;13 Mar 2008;97 min;English, Hungarian;United Kingdom, Australia, United States;PG;5 wins & 7 nominations;48/100;44%
tt0815178;The Life Before Her Eyes;2007;Drama, Fantasy, Mystery;Vadim Perelman;Laura Kasischke, Emil Stern;Uma Thurman, Evan Rachel Wood, Eva Amurri;6.2;15,030;38;$303,439;05 Sep 2008;90 min;English;United States;R;2 wins;38/100;24%
tt0850253;Battle in Seattle;2007;Action, Drama, History;Stuart Townsend;Stuart Townsend;André 3000, Jennifer Carpenter, Isaach De Bankolé;6.6;15,286;54;$224,169;07 May 2008;98 min;English;Germany, Canada, United States;R;1 win & 4 nominations;54/100;57%
tt0901507;Rise of the Footsoldier;2007;Action, Biography, Crime;Julian Gilbey;Julian Gilbey, Will Gilbey;Ricci Harnett, Craig Fairbrass, Terry Stone;6.8;22,108;;;01 Dec 2008;119 min;English;United Kingdom;R;;;17%
tt0858486;Battle for Terra;2007;Animation, Action, Adventure;Aristomenis Tsirbas;Evan Spiliotopoulos, Aristomenis Tsirbas;Evan Rachel Wood, Luke Wilson, Justin Long;6.5;12,311;54;$1,647,083;01 May 2009;85 min;English;United States, Poland;PG;4 wins & 2 nominations;54/100;50%
tt0913445;YPF;2007;Comedy, Drama, Romance;Martin Gero;Aaron Abrams, Martin Gero;Aaron Abrams, Carly Pope, Kristin Booth;6.2;19,675;39;$9,359;13 Jun 2008;87 min;English;Canada;Not Rated;5 wins & 2 nominations;39/100;41%
tt0856797;Ghost in the Shell: Stand Alone Complex - Solid State Society;2006;Animation, Action, Adventure;Kenji Kamiyama, Toshiyuki Kôno, Masaki Tachibana;Shirow Masamune, Kenji Kamiyama, Shotaro Suga;Atsuko Tanaka, Osamu Saka, Akio Ôtsuka;7.8;7,609;;;23 Nov 2012;108 min;English, Russian, Japanese;Japan;Not Rated;1 nomination;;
tt1093824;Encounters at the End of the World;2007;Documentary;Werner Herzog;Werner Herzog;Werner Herzog, Scott Rowland, Stefan Pashov;7.7;19,488;80;$944,933;18 Jul 2008;99 min;English, Spanish;United States;G;Nominated for 1 Oscar. 2 wins & 16 nominations total;80/100;94%
tt1097636;Chill Out, Scooby-Doo!;2007;Animation, Adventure, Comedy, Family, Mystery;Joe Sichta;Joe Sichta, Adam Scheinman, Thommy Hutson (additional material), Catherine Trillo (additional material);Frank Welker, Casey Kasem, Mindy Cohn, Grey Griffin;6.7;2,581;;;04 Sep 2007;72 min;English;USA;Not Rated;;;
tt0870090;City of Men;2007;Crime, Drama;Paulo Morelli;Elena Soarez, Roberto Moreira, Paulo Morelli;Douglas Silva, Darlan Cunha, Jonathan Haagensen;7.2;16,551;63;$325,131;31 Aug 2007;106 min;Portuguese;Brazil;R;14 nominations total;63/100;74%
tt1059955;The Pixar Story;2007;Documentary;Leslie Iwerks;Leslie Iwerks;Stacy Keach, John Lasseter, Brad Bird;7.7;7,170;;;28 Aug 2007;87 min;English;United States;G;Nominated for 1 Primetime Emmy. 2 nominations total;;86%
tt0953318;Ben X;2007;Drama, Thriller;Nic Balthazar;Nic Balthazar, Rik D'Hiet, Carl Joos;Marijke Pinoy, Greg Timmermans, Cesar De Sutter;7.3;19,456;;$1,601;26 Sep 2007;93 min;Flemish, Dutch;Belgium, Netherlands;Not Rated;7 wins & 4 nominations;;68%
tt1146431;Ben 10: Secret of the Omnitrix;2007;Animation, Action, Adventure;Sebastian Montes, Scooter Tidwell;Joe Casey, Joe Kelly, Duncan Rouleau;Tara Strong, Meagan Moore, Paul Eiding;7.4;4,583;;;10 Aug 2007;71 min;English;United States;TV-PG;;;
tt0825236;Caramel;2007;Comedy, Drama, Romance;Nadine Labaki;Nadine Labaki, Jihad Hojeily, Rodney El Haddad;Nadine Labaki, Joanna Moukarzel, Gisèle Aouad;7.1;14,788;70;$1,055,580;09 Aug 2007;95 min;Arabic, French;France, Lebanon;PG;5 wins & 9 nominations;70/100;93%
tt0473356;The Flock;2007;Crime, Drama, Mystery;Wai Keung Lau;Craig Mitchell, Hans Bauer;Richard Gere, Claire Danes, KaDee Strickland;5.7;12,417;;;04 Aug 2007;96 min;English;United States;R;;;
tt0796307;Under the Same Moon;2007;Adventure, Drama;Patricia Riggen;Ligiah Villalobos;Eugenio Derbez, Kate del Castillo, Adrian Alonso;7.3;7,551;59;$12,590,147;04 Apr 2008;106 min;Spanish, English;Mexico, United States;PG-13;8 wins & 2 nominations;59/100;72%
tt1020990;Robot Chicken: Star Wars;2007;Animation, Short, Action;Seth Green;Douglas Goldstein, Tom Root, Seth Green;Seth Green, Candace Bailey, Abraham Benrubi;8.0;8,687;;;17 Jun 2007;30 min;English;United States;TV-14;Nominated for 1 Primetime Emmy. 1 win & 2 nominations total;;
tt0494222;Eagle vs Shark;2007;Comedy, Romance;Taika Waititi;Loren Taylor, Taika Waititi;Loren Taylor, Jemaine Clement, Craig Hall;6.7;26,645;55;$221,846;30 Aug 2007;88 min;English;New Zealand;R;6 wins & 4 nominations total;55/100;56%
tt1226251;Pokémon: The Rise of Darkrai;2007;Animation, Action, Adventure;Kunihiko Yuyama;Jun'ichi Masuda, Hideki Sonoda, Ken Sugimori;Rica Matsumoto, Ikue Ôtani, Yûji Ueda;6.4;4,152;;;24 Feb 2008;90 min;Japanese, English;Japan, United States;Not Rated;;;
tt0780607;The Signal;2007;Horror, Sci-Fi, Thriller;David Bruckner, Dan Bush, Jacob Gentry;David Bruckner, Jacob Gentry, Dan Bush;Anessa Ramsey, Justin Welborn, Scott Poythress;6.0;22,151;63;$251,150;04 Jul 2008;103 min;English;United States;R;4 nominations total;63/100;59%
tt0889665;Steak;2007;Comedy;Quentin Dupieux;Quentin Dupieux;Eric Judor, Ramzy Bedia, Jonathan Lambert;6.0;2,973;;;20 Jun 2007;82 min;French;France, Canada;;;;
tt0497972;Sex and Death 101;2007;Comedy, Drama, Fantasy;Daniel Waters;Daniel Waters;Robert Wisdom, Tanc Sade, Patton Oswalt;5.9;11,677;24;$23,624;22 Feb 2008;117 min;English;United States;R;1 win;24/100;25%
tt0995829;XXY;2007;Drama, Romance;Lucía Puenzo;Lucía Puenzo, Sergio Bizzio;Ricardo Darín, Valeria Bertuccelli, Germán Palacios;7.0;15,179;67;$48,334;02 May 2008;86 min;Spanish;Argentina, Spain, France;Not Rated;33 wins & 18 nominations total;67/100;83%
tt0416185;Resurrecting the Champ;2007;Drama, Sport;Rod Lurie;Michael Bortman, Allison Burnett, J.R. Moehringer;Samuel L. Jackson, Josh Hartnett, Kathryn Morris;6.7;21,460;55;$3,172,573;24 Aug 2007;112 min;English, Spanish;United States;PG-13;2 nominations;55/100;61%
tt0323120;Loving Annabelle;2006;Drama, Romance;Katherine Brooks;Katherine Brooks, Olivia Bohnhoff Harris, Karen Klopfenstein;Erin Kelly, Diane Gaidry, Laura Breckenridge;6.2;13,730;;;24 May 2007;77 min;English;United States;Not Rated;10 wins;;
tt0817225;Secret Sunshine;2007;Drama;Lee Chang-dong;Lee Chang-dong, Chung-Joon Lee;Jeon Do-yeon, Song Kang-ho, Lee Dong-yong;7.5;10,020;84;;22 Dec 2010;142 min;Korean;South Korea;Not Rated;24 wins & 14 nominations total;84/100;94%
tt0996605;Love Songs;2007;Drama, Musical, Romance;Christophe Honoré;Christophe Honoré;Ludivine Sagnier, Louis Garrel, Clotilde Hesme;7.0;10,304;70;$104,567;23 May 2007;91 min;French;France;Unrated;4 wins & 13 nominations;70/100;61%
tt0491747;Away from Her;2006;Drama;Sarah Polley;Sarah Polley, Alice Munro;Julie Christie, Michael Murphy, Gordon Pinsent;7.5;23,270;88;$4,571,521;25 May 2007;110 min;English;Canada, United Kingdom, United States;PG-13;Nominated for 2 Oscars. 62 wins & 43 nominations total;88/100;94%
tt0338216;Lucky You;2007;Drama, Romance, Sport;Curtis Hanson;Eric Roth, Curtis Hanson;Eric Bana, Drew Barrymore, Robert Duvall;5.9;21,295;49;$5,758,950;04 May 2007;124 min;English, Spanish;United States, Germany, Australia;PG-13;2 nominations;49/100;28%
tt0974583;Lake Placid 2;2007;Action, Adventure, Comedy;David Flores;Todd Hurvitz, Howie Miller, David E. Kelley;John Schneider, Sarah Lafleur, Sam McMurray;3.2;7,663;;;28 Apr 2007;88 min;English;United States, Bulgaria;R;;;11%
tt0389328;Rise: Blood Hunter;2007;Action, Crime, Horror;Sebastian Gutierrez;Sebastian Gutierrez;Lucy Liu, Michael Chiklis, Carla Gugino;4.9;12,719;;$114,306;06 Jul 2007;97 min;English;United States;R;;;33%
tt0844330;Persuasion;2007;Drama, Family, Romance;Adrian Shergold;Jane Austen, Simon Burke;Sally Hawkins, Alice Krige, Anthony Head;7.4;16,883;;;13 Jan 2008;93 min;English;United Kingdom, United States;Not Rated;Nominated for 1 BAFTA Award3 wins & 5 nominations total;;
tt0484090;Alone;2007;Drama, Horror, Thriller;Banjong Pisanthanakun, Parkpoom Wongpoom;Aummaraporn Phandintong, Banjong Pisanthanakun, Sophon Sakdaphisit;Marsha Wattanapanich, Vittaya Wasukraipaisan, Rachanu Boonchuduang;6.4;5,931;;;29 Mar 2007;105 min;Korean, Thai;Thailand;;11 wins & 5 nominations total;;
tt0988108;The Class;2007;Drama;Ilmar Raag;Ilmar Raag, Vallo Kirs, Pärt Uusberg;Vallo Kirs, Pärt Uusberg, Lauri Pedaja;7.9;16,028;;;16 Mar 2007;99 min;Estonian;Estonia;;7 wins & 2 nominations;;
tt0499554;Reno 911!: Miami;2007;Comedy, Crime;Robert Ben Garant;Robert Ben Garant, Thomas Lennon, Kerri Kenney;Thomas Lennon, Robert Ben Garant, Kerri Kenney;5.9;28,259;47;$20,342,161;23 Feb 2007;84 min;English;United States;R;1 nomination total;47/100;35%
tt0796375;You Kill Me;2007;Comedy, Crime, Romance;John Dahl;Christopher Markus, Stephen McFeely;Ben Kingsley, Téa Leoni, Luke Wilson;6.4;19,128;64;$2,429,367;13 Jul 2007;93 min;English;United States;R;1 win & 3 nominations total;64/100;79%
tt0812243;Ex Drummer;2007;Comedy, Crime, Drama;Koen Mortier;Herman Brusselmans, Koen Mortier;Dries Vanhegen, Norman Baert, Gunter Lamoot;6.9;11,203;36;;31 Jan 2007;100 min;Dutch, Flemish;Belgium, France, Italy;Not Rated;3 wins & 3 nominations total;36/100;44%
tt0488988;Chapter 27;2007;Biography, Crime, Drama;J.P. Schaefer;J.P. Schaefer, Jack Jones;Jared Leto, Lindsay Lohan, Judah Friedlander;5.6;11,719;32;$56,215;15 Dec 2007;84 min;English;Canada, United States;R;2 wins;32/100;18%
tt0399095;Trade;2007;Crime, Drama, Thriller;Marco Kreuzpaintner;Jose Rivera, Peter Landesman;Kevin Kline, Kathleen Gati, Paulina Gaitan;7.3;18,081;42;$214,307;18 Oct 2007;120 min;English, Spanish, Polish, Russian;Germany, United States, Mexico;R;5 wins & 2 nominations;42/100;33%
tt0903135;The Invincible Iron Man;2007;Animation, Action, Adventure, Fantasy, Sci-Fi;Patrick Archibald, Jay Oliva, Frank Paur;Avi Arad (story), Greg Johnson (story), Craig Kyle (story), Greg Johnson (screenplay), Stan Lee (comic book), Don Heck (comic book), Larry Lieber (comic book), Jack Kirby (comic book);Marc Worden, Gwendoline Yeo, Fred Tatasciore, Rodney Saulsberry;5.9;6,993;;;23 Jan 2007;83 min;English;USA;PG-13;2 nominations.;;
tt0808331;Joshua;2007;Drama, Horror, Thriller;George Ratliff;David Gilbert, George Ratliff;Sam Rockwell, Vera Farmiga, Jacob Kogan;5.8;13,642;69;$482,355;13 Jul 2007;106 min;English;United States;R;5 wins & 6 nominations;69/100;61%
tt0783598;Until Death;2007;Action, Crime, Drama;Simon Fellows;Dan Harris, James Portolese;Jean-Claude Van Damme, Stephen Rea, Selina Giles;5.7;10,487;;;20 Jun 2007;101 min;English;United Kingdom, Bulgaria, Germany, United States;R;;;
tt0847745;Manual of Love 2;2007;Comedy, Romance;Andy Tennant, Giovanni Veronesi;Andrea Agnello, Ugo Chiti, Giovanni Veronesi;Carlo Verdone, Monica Bellucci, Riccardo Scamarcio;5.6;2,237;;;19 Jan 2007;120 min;Italian;Italy, United Kingdom, Australia, France;;6 nominations;;
tt0496436;White Noise 2: The Light;2007;Drama, Fantasy, Horror;Patrick Lussier;Matt Venne;Nathan Fillion, Katee Sackhoff, Craig Fairbrass;5.7;13,885;;;01 Sep 2021;99 min;English;United States, Canada;PG-13;5 nominations;;75%
tt0462229;Code Name: The Cleaner;2007;Action, Comedy, Crime;Les Mayfield;Robert Adetuyi, George Gallo;Cedric The Entertainer, Lucy Liu, Nicollette Sheridan;4.6;12,271;33;$8,135,024;05 Jan 2007;84 min;English;United States;PG-13;2 nominations;33/100;4%
